Time,Colour_p4_01,Colour_p4_02,Colour_p4_03,Colour_p4_04
26.760,5.000,-,-,-,
26.770,5.000,-,-,-,
26.780,5.000,-,-,-,
26.790,5.000,-,-,-,
26.800,5.000,-,-,-,
26.810,5.000,-,-,-,
26.820,5.000,-,-,-,
26.830,5.000,-,-,-,
26.840,5.000,-,-,-,
26.850,5.000,-,-,-,
26.860,5.000,-,-,-,
26.870,5.000,-,-,-,
26.880,5.000,-,-,-,
26.890,5.000,-,-,-,
26.900,5.000,-,-,-,
26.910,5.000,-,-,-,
26.920,5.000,-,-,-,
26.930,5.000,-,-,-,
26.940,5.000,-,-,-,
26.950,5.000,-,-,-,
26.960,5.000,-,-,-,
26.970,5.000,-,-,-,
26.980,5.000,-,-,-,
26.990,5.000,-,-,-,
27.000,5.000,-,-,-,
27.010,5.000,-,-,-,
27.020,5.000,-,-,-,
27.030,5.000,-,-,-,
27.040,5.000,-,-,-,
27.050,5.000,-,-,-,
27.060,5.000,-,-,-,
27.070,5.000,-,-,-,
27.080,5.000,-,-,-,
27.090,5.000,-,-,-,
27.100,5.000,-,-,-,
27.110,5.000,-,-,-,
27.120,5.000,-,-,-,
27.130,5.000,-,-,-,
27.140,5.000,-,-,-,
27.150,5.000,-,-,-,
27.160,5.000,-,-,-,
27.170,5.000,-,-,-,
27.180,5.000,-,-,-,
27.190,5.000,-,-,-,
27.200,5.000,-,-,-,
27.210,5.000,-,-,-,
27.220,5.000,-,-,-,
27.230,5.000,-,-,-,
27.240,5.000,-,-,-,
27.250,5.000,-,-,-,
27.260,5.000,-,-,-,
27.270,5.000,-,-,-,
27.280,5.000,-,-,-,
27.290,5.000,-,-,-,
27.300,5.000,-,-,-,
27.310,5.000,-,-,-,
27.320,5.000,-,-,-,
27.330,5.000,-,-,-,
27.340,5.000,-,-,-,
27.350,5.000,-,-,-,
27.360,5.000,-,-,-,
27.370,5.000,-,-,-,
27.380,5.000,-,-,-,
27.390,5.000,-,-,-,
27.400,5.000,-,-,-,
27.410,5.000,-,-,-,
27.420,5.000,-,-,-,
27.430,5.000,-,-,-,
27.440,5.000,-,-,-,
27.450,5.000,-,-,-,
27.460,5.000,-,-,-,
27.470,5.000,-,-,-,
27.480,5.000,-,-,-,
27.490,5.000,-,-,-,
27.500,5.000,-,-,-,
27.510,5.000,-,-,-,
27.520,5.000,-,-,-,
27.530,5.000,-,-,-,
27.540,5.000,-,-,-,
27.550,5.000,-,-,-,
27.560,5.000,-,-,-,
27.570,5.000,-,-,-,
27.580,5.000,-,-,-,
27.590,5.000,-,-,-,
27.600,5.000,-,-,-,
27.610,5.000,-,-,-,
27.620,5.000,-,-,-,
27.630,5.000,-,-,-,
27.640,5.000,-,-,-,
27.650,5.000,-,-,-,
27.660,5.000,-,-,-,
27.670,5.000,-,-,-,
27.680,5.000,-,-,-,
27.690,5.000,-,-,-,
27.700,5.000,-,-,-,
27.710,5.000,-,-,-,
27.720,5.000,-,-,-,
27.730,5.000,-,-,-,
27.740,5.000,-,-,-,
27.750,5.000,-,-,-,
27.760,5.000,-,-,-,
27.770,5.000,-,-,-,
27.780,5.000,-,-,-,
27.790,5.000,-,-,-,
27.800,5.000,-,-,-,
27.810,5.000,-,-,-,
27.820,5.000,-,-,-,
27.830,5.000,-,-,-,
27.840,5.000,-,-,-,
27.850,5.000,-,-,-,
27.860,5.000,-,-,-,
27.870,5.000,-,-,-,
27.880,5.000,-,-,-,
27.890,1.000,-,-,-,
27.900,5.000,-,-,-,
27.910,5.000,-,-,-,
27.920,5.000,-,-,-,
27.930,5.000,-,-,-,
27.940,5.000,-,-,-,
27.950,5.000,-,-,-,
27.960,5.000,-,-,-,
27.970,5.000,-,-,-,
27.980,5.000,-,-,-,
27.990,5.000,-,-,-,
28.000,5.000,-,-,-,
28.010,5.000,-,-,-,
28.020,5.000,-,-,-,
28.030,5.000,-,-,-,
28.040,5.000,-,-,-,
28.050,5.000,-,-,-,
28.060,5.000,-,-,-,
28.070,5.000,-,-,-,
28.080,5.000,-,-,-,
28.090,5.000,-,-,-,
28.100,5.000,-,-,-,
28.110,5.000,-,-,-,
28.120,5.000,-,-,-,
28.130,5.000,-,-,-,
28.140,5.000,-,-,-,
28.150,5.000,-,-,-,
28.160,5.000,-,-,-,
28.170,5.000,-,-,-,
28.180,5.000,-,-,-,
28.190,5.000,-,-,-,
28.200,5.000,-,-,-,
28.210,5.000,-,-,-,
28.220,5.000,-,-,-,
28.230,5.000,-,-,-,
28.240,5.000,-,-,-,
28.250,5.000,-,-,-,
28.260,5.000,-,-,-,
28.270,5.000,-,-,-,
28.280,5.000,-,-,-,
28.290,5.000,-,-,-,
28.300,5.000,-,-,-,
28.310,5.000,-,-,-,
28.320,5.000,-,-,-,
28.330,5.000,-,-,-,
28.340,5.000,-,-,-,
28.350,5.000,-,-,-,
28.360,5.000,-,-,-,
28.370,5.000,-,-,-,
28.380,5.000,-,-,-,
28.390,5.000,-,-,-,
28.400,5.000,-,-,-,
28.410,5.000,-,-,-,
28.420,5.000,-,-,-,
28.430,5.000,-,-,-,
28.440,5.000,-,-,-,
28.450,5.000,-,-,-,
28.460,5.000,-,-,-,
28.470,1.000,-,-,-,
28.480,5.000,-,-,-,
28.490,5.000,-,-,-,
28.500,5.000,-,-,-,
28.510,5.000,-,-,-,
28.520,5.000,-,-,-,
28.530,5.000,-,-,-,
28.540,5.000,-,-,-,
28.550,5.000,-,-,-,
28.560,5.000,-,-,-,
28.570,5.000,-,-,-,
28.580,5.000,-,-,-,
28.590,5.000,-,-,-,
28.600,5.000,-,-,-,
28.610,5.000,-,-,-,
28.620,1.000,-,-,-,
28.630,1.000,-,-,-,
28.640,5.000,-,-,-,
28.650,5.000,-,-,-,
28.660,1.000,-,-,-,
28.670,5.000,-,-,-,
28.680,5.000,-,-,-,
28.690,5.000,-,-,-,
28.700,5.000,-,-,-,
28.710,5.000,-,-,-,
28.720,5.000,-,-,-,
28.730,5.000,-,-,-,
28.740,5.000,-,-,-,
28.750,5.000,-,-,-,
28.760,5.000,-,-,-,
28.770,5.000,-,-,-,
28.780,5.000,-,-,-,
28.790,5.000,-,-,-,
28.800,5.000,-,-,-,
28.810,5.000,-,-,-,
28.820,5.000,-,-,-,
28.830,5.000,-,-,-,
28.840,5.000,-,-,-,
28.850,5.000,-,-,-,
28.860,5.000,-,-,-,
28.870,5.000,-,-,-,
28.880,5.000,-,-,-,
28.890,5.000,-,-,-,
28.900,5.000,-,-,-,
28.910,5.000,-,-,-,
28.920,5.000,-,-,-,
28.930,5.000,-,-,-,
28.940,5.000,-,-,-,
28.950,5.000,-,-,-,
28.960,5.000,-,-,-,
28.970,5.000,-,-,-,
28.980,5.000,-,-,-,
28.990,5.000,-,-,-,
29.000,5.000,-,-,-,
29.010,5.000,-,-,-,
29.020,5.000,-,-,-,
29.030,5.000,-,-,-,
29.040,5.000,-,-,-,
29.050,5.000,-,-,-,
29.060,5.000,-,-,-,
29.070,5.000,-,-,-,
29.080,5.000,-,-,-,
29.090,5.000,-,-,-,
29.100,5.000,-,-,-,
29.110,5.000,-,-,-,
29.120,5.000,-,-,-,
29.130,5.000,-,-,-,
29.140,5.000,-,-,-,
29.150,5.000,-,-,-,
29.160,5.000,-,-,-,
29.170,5.000,-,-,-,
29.180,5.000,-,-,-,
29.190,5.000,-,-,-,
29.200,5.000,-,-,-,
29.210,5.000,-,-,-,
29.220,5.000,-,-,-,
29.230,5.000,-,-,-,
29.240,5.000,-,-,-,
29.250,5.000,-,-,-,
29.260,5.000,-,-,-,
29.270,5.000,-,-,-,
29.280,5.000,-,-,-,
29.290,5.000,-,-,-,
29.300,5.000,-,-,-,
29.310,5.000,-,-,-,
29.320,5.000,-,-,-,
29.330,5.000,-,-,-,
29.340,5.000,-,-,-,
29.350,5.000,-,-,-,
29.360,5.000,-,-,-,
29.370,5.000,-,-,-,
29.380,5.000,-,-,-,
29.390,5.000,-,-,-,
29.400,5.000,-,-,-,
29.410,1.000,-,-,-,
29.420,5.000,-,-,-,
29.430,5.000,-,-,-,
29.440,5.000,-,-,-,
29.450,5.000,-,-,-,
29.460,5.000,-,-,-,
29.470,5.000,-,-,-,
29.480,5.000,-,-,-,
29.490,5.000,-,-,-,
29.500,5.000,-,-,-,
29.510,5.000,-,-,-,
29.520,5.000,-,-,-,
29.530,5.000,-,-,-,
29.540,5.000,-,-,-,
29.550,5.000,-,-,-,
29.560,5.000,-,-,-,
29.570,1.000,-,-,-,
29.580,5.000,-,-,-,
29.590,5.000,-,-,-,
29.600,5.000,-,-,-,
29.610,5.000,-,-,-,
29.620,5.000,-,-,-,
